"","NdegreeAnti","NdegreeConf","NdegreeMaxi","NdegreeMini","SDNNdegreeAnti","SDNNdegreeConf","SDNNdegreeMaxi","SDNNdegreeMini","SDauthorityNNanti","SDauthorityNNconf","SDauthorityNNmaxi","SDauthorityNNmini","SDbetweenNNanti","SDbetweenNNconf","SDbetweenNNmaxi","SDbetweenNNmini","SDbonacichNNanti","SDbonacichNNconf","SDbonacichNNmaxi","SDbonacichNNmini","SDcloseNNanti","SDcloseNNconf","SDcloseNNmaxi","SDcloseNNmini","SDclusterNNanti","SDclusterNNconf","SDclusterNNmaxi","SDclusterNNmini","SDeccentricityNNanti","SDeccentricityNNconf","SDeccentricityNNmaxi","SDeccentricityNNmini","SDeigenNNanti","SDeigenNNconf","SDeigenNNmaxi","SDeigenNNmini","SDhubNNanti","SDhubNNconf","SDhubNNmaxi","SDhubNNmini","SDprNNanti","SDprNNconf","SDprNNmaxi","SDprNNmini","anti","assortativityg","authorityAnti","authorityConf","authorityMaxi","authorityMini","authorityNNanti","authorityNNconf","authorityNNmaxi","authorityNNmini","averageNNdegreeAnti","averageNNdegreeConf","averageNNdegreeMaxi","averageNNdegreeMini","betweenAnti","betweenConf","betweenMaxi","betweenMini","betweenNNanti","betweenNNconf","betweenNNmaxi","betweenNNmini","betweengraph","bonacichAnti","bonacichConf","bonacichMaxi","bonacichMini","bonacichNNanti","bonacichNNconf","bonacichNNmaxi","bonacichNNmini","changesAnti","changesConf","changesMaxi","changesMini","closeAnti","closeConf","closeMaxi","closeMini","closeNNanti","closeNNconf","closeNNmaxi","closeNNmini","closenessgraph","clusterAnti","clusterConf","clusterMaxi","clusterMini","clusterNNanti","clusterNNconf","clusterNNmaxi","clusterNNmini","conf","coopAnti","coopConf","coopMaxi","coopMini","cooperationRate","degreeAnti","degreeConf","degreeMaxi","degreeMini","density","diameter","eccentricityAnti","eccentricityConf","eccentricityMaxi","eccentricityMini","eccentricityNNanti","eccentricityNNconf","eccentricityNNmaxi","eccentricityNNmini","eigenAnti","eigenConf","eigenMaxi","eigenMini","eigenNNanti","eigenNNconf","eigenNNmaxi","eigenNNmini","eigengraph","gcoopAnti","gcoopConf","gcoopMaxi","gcoopMini","girth","globalClustering","hubAnti","hubConf","hubMaxi","hubMini","hubNNanti","hubNNconf","hubNNmaxi","hubNNmini","maxi","meanPath","mini","prAnti","prConf","prMaxi","prMini","prNNanti","prNNconf","prNNmaxi","prNNmini","radius","satAnti","satConf","satMaxi","satMini","satisfactionRate","timebehaviorAnti","timebehaviorConf","timebehaviorMaxi","timebehaviorMini","timeruleAnti","timeruleConf","timeruleMaxi","timeruleMini"
"1",0.102055963779411,0.103052902462306,0.106317898955806,0.102538410153641,0.862739154616235,0.84988148742587,0.901782580843935,0.861368989492076,0.0122839040970858,0.0118492190211451,0.0127606229711255,0.0123227250283498,7.60824510759915,7.66967471554434,7.79333151107209,7.52260213222294,0.00640072033068764,0.0058671149282727,0.00632070095189398,0.00560750643252366,0.000580739011273042,0.000566429902470365,0.000622379435873141,0.00058032451486914,0.00112789120953891,0.00124941065646921,0.001264504725757,0.00125039774960281,0.0626575306329227,0.057239989574818,0.0623708836779404,0.0673145556990102,0.0122839040970858,0.0118492190211451,0.0127606229711255,0.0123227250283498,0.0122839040970858,0.0118492190211451,0.0127606229711255,0.0123227250283498,2.8231275426513e-05,2.79001916113951e-05,2.95283056056622e-05,2.81389323792416e-05,10.8,0.00406447566566228,0.67293486639106,0.679578581066794,0.70371637703607,0.677266804613472,0.691925855328729,0.692062749994478,0.694628735490432,0.692700454131272,52.3276599316475,52.3440422073916,52.4983514077263,52.3751672174465,219.923614585094,223.779600103349,237.303178283468,220.265573771499,231.47253655486,231.968433019505,232.831267665545,231.828517126031,0.0022422331030287,-0.972540514323529,-0.943599870671607,-1.00678751952008,-1.03789106657565,-0.963783756615907,-0.962937509239527,-0.963578924250317,-0.964855887393478,0.518518518518518,1.92757660167131,2.87719298245614,0,0.525685358564638,0.52613552779306,0.527229051859133,0.525826656272087,0.526730333220335,0.526727347079279,0.526821842203609,0.526745799327167,0.0301338549366086,0.103566902153787,0.10321519410136,0.104501927081948,0.101282295256071,0.103345362741541,0.10318180867277,0.103309446100261,0.103353657214035,71.8,1.85185185185185,100,1.75438596491228,100,78.2,50.9259259259259,51.4233983286908,53.0526315789474,51.1666666666667,0.103286573146293,3,2.7962962962963,2.76044568245125,2.70175438596491,2.7,2.7279735111077,2.72801015687479,2.73203926583021,2.73204004760923,0.67293486639106,0.679578581066794,0.70371637703607,0.677266804613472,0.691925855328728,0.692062749994477,0.694628735490432,0.692700454131271,0.319805158599285,0.2,71.8,0.2,6,3,0.103279312710208,0.67293486639106,0.679578581066794,0.70371637703607,0.677266804613472,0.691925855328729,0.692062749994478,0.694628735490432,0.692700454131272,11.4,1.90057715430862,6,0.00197970252828741,0.00199631175785431,0.00204911499844751,0.00198735291637585,0.00202599016042588,0.00202654264198786,0.00203143302713165,0.00202751330614805,2,89.9037392161476,100,94.6687349294434,84.2217695051711,97.3551457876108,7,25.5738161559889,20.2105263157895,4.36666666666667,1.11111111111111,20.1866295264624,16.1578947368421,0
